image_path,x1,y1,x2,y2,text
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,588,1336,673,CHAT WITH CUSTOMER SERVICE
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,816,827,901,APN SETTINGS
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,1044,1357,1129,INTERNATIONAL LONG DISTANCE
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,1272,766,1357,OTHER APPS
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,1500,1123,1585,GIVE US YOUR FEEDBACK
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,1692,1043,1850,WEBSITEwww.totalwireless.com
D:/Downloads/unique_uis/combined_rico_test/10225.jpg,212,1956,1322,2041,END USER LICENSE AGREEMENT
D:/Downloads/unique_uis/combined_rico_test/10226.jpg,196,144,1272,220,GIVE US YOUR FEEDBACK
D:/Downloads/unique_uis/combined_rico_test/10226.jpg,196,135,196,228,My Account
D:/Downloads/unique_uis/combined_rico_test/10227.jpg,0,1146,1440,1212,End User License Agreement
D:/Downloads/unique_uis/combined_rico_test/10227.jpg,18,1247,1422,2049,"In addition to managing your Total Wireless Account from your phone, this app also includes a feature that automates the functionality of the Wi-Fi radio in your smart phone by enabling/disabling the Wi-Fi radio and connecting you automatically to certain hotspots based upon the settings you choose. The app will also access and use your location, and other profile and usage information to customize content. By clicking accept, downloading, installing, or using the app, you indicate that you have read and accepted the terms of the License Agreement above and that you consent to the use of your information in accordance with these terms."
D:/Downloads/unique_uis/combined_rico_test/10227.jpg,566,2154,874,2322,AGREE
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,28,289,841,355,Top Stories
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,841,303,1412,341,Updated 0 minutes ago
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,389,1166,442,politics
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,442,1145,623,"GOP Health Care Bill Could Leave 24M More Without Coverage By 2026, CBO Says"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,710,1166,763,remembrances
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,763,1145,887,"Author, Modern Love Essayist Amy Krouse Rosenthal Dies At 51"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1002,1166,1055,world
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1055,1145,1179,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1294,1166,1347,politics
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1347,1145,1471,Rep. Steve King Stands By Controversial Tweet About 'Somebody Else's Babies'
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1586,1166,1639,animals
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1639,1145,1763,South Africa Considers Legalizing Domestic Rhino Horn Trade
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1847,1429,1900,news
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,1900,1408,2024,"Satirical Texas Bill Would Fine Men's Masturbation, Set Viagra Waiting Period"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,2080,1166,2133,politics
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,134,2133,1145,2182,Can White House Bowling Heal GOP Divisions And Spare The Health Care Bill?
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,0,284,1152,494,Clear Audio
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,128,526,1253,638,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,128,638,309,685,7 min 2 sec
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,291,2231,550,2278,READY TO PLAY
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,291,2278,1422,2343,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,0,2182,0,2182,READY TO PLAY
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,0,2182,0,2182,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,0,2182,0,2182,0:00 / 0:00
D:/Downloads/unique_uis/combined_rico_test/10228.jpg,350,139,553,224,news
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,0,284,1152,494,Clear Audio
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,128,526,1253,638,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,128,638,309,685,7 min 2 sec
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,128,757,1253,869,Can White House Bowling Heal GOP Divisions And Spare The Health Care Bill?
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,128,869,329,916,3 min 33 sec
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,291,2231,524,2278,NOW PLAYING
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,291,2278,1422,2343,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,0,2182,0,2182,NOW PLAYING
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,0,2182,0,2182,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,0,2182,0,2182,1:42 / 7:02
D:/Downloads/unique_uis/combined_rico_test/10229.jpg,350,139,553,224,news
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,56,1392,1440,1542,Share this story
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,142,1805,302,1911,Facebook
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,500,1805,608,1911,iFunny
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,795,1805,977,1911,Messaging
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,1066,1805,1370,1911,Fake GPS - Search location
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,104,2230,339,2336,Android Beam
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,474,2230,633,2336,Bluetooth
D:/Downloads/unique_uis/combined_rico_test/10230.jpg,0,84,0,84,No apps can perform this action.
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,0,284,1152,494,Clear Audio
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,291,2231,550,2278,READY TO PLAY
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,291,2278,1422,2343,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,0,2182,0,2182,READY TO PLAY
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,0,2182,0,2182,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,0,2182,0,2182,0:00 / 0:00
D:/Downloads/unique_uis/combined_rico_test/10231.jpg,350,139,553,224,news
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,28,289,841,355,Top Stories
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,841,303,1412,341,Updated 0 minutes ago
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,389,1166,442,politics
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,442,1145,623,"GOP Health Care Bill Could Leave 24M More Without Coverage By 2026, CBO Says"
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,710,1166,763,remembrances
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,763,1145,887,"Author, Modern Love Essayist Amy Krouse Rosenthal Dies At 51"
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1002,1166,1055,world
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1055,1145,1179,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1294,1166,1347,politics
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1347,1145,1471,Rep. Steve King Stands By Controversial Tweet About 'Somebody Else's Babies'
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1586,1166,1639,animals
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1639,1145,1763,South Africa Considers Legalizing Domestic Rhino Horn Trade
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1847,1429,1900,news
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,1900,1408,2024,"Satirical Texas Bill Would Fine Men's Masturbation, Set Viagra Waiting Period"
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,2080,1166,2133,politics
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,134,2133,1145,2182,Can White House Bowling Heal GOP Divisions And Spare The Health Care Bill?
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,0,284,1152,494,Clear Audio
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,291,2231,645,2278,NO AUDIO AVAILABLE
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,0,2182,0,2182,NO AUDIO AVAILABLE
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,0,2182,0,2182,0:00 / 0:00
D:/Downloads/unique_uis/combined_rico_test/10232.jpg,350,139,553,224,news
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,18,298,1268,450,New York
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,28,477,867,543,Search Results
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,867,491,1412,529,Updated 0 minutes ago
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,575,1429,628,politics
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,628,1408,752,New York Federal Prosecutor Fired After Refusing To Resign
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,837,1166,890,food
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,890,1145,1014,Matzo Makeover: Can The Bread Of Affliction Become A Snack Addiction?
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1100,1166,1153,politics
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1153,1145,1334,Trump Administration Asks For More Time To Provide Proof That Obama Wiretapped Trump
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1419,1429,1472,movies
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1472,1408,1539,'My Cousin Vinny' Turns 25
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1623,1166,1676,politics
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1676,1145,1857,Can White House Bowling Heal GOP Divisions And Spare The Health Care Bill?
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1915,1166,1968,politics
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,134,1968,1145,2149,"GOP Health Care Bill Could Leave 24M More Without Coverage By 2026, CBO Says"
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,0,284,1152,494,Clear Audio
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,128,526,1253,638,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,128,638,309,685,7 min 2 sec
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,128,757,1253,869,Can White House Bowling Heal GOP Divisions And Spare The Health Care Bill?
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,128,869,329,916,3 min 33 sec
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,291,2231,524,2278,NOW PLAYING
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,291,2278,1422,2343,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,0,2182,0,2182,NOW PLAYING
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,0,2182,0,2182,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,0,2182,0,2182,1:27 / 7:02
D:/Downloads/unique_uis/combined_rico_test/10233.jpg,350,139,553,224,news
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,18,298,1268,450,information Technology
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,28,477,867,543,Search Results
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,867,491,1412,529,Updated 0 minutes ago
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,575,1429,628,technology
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,628,1408,752,Rise Of Artifical Intelligence Met With Mixed Reaction At SXSW
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,806,1429,859,technology
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,859,1408,983,Developers Create 'Panic Button' For Immigrants Being Detained
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1066,1429,1119,music reviews
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1119,1408,1186,"Music Review: 'Drunk,' Thundercat"
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1268,1429,1321,politics
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1321,1408,1445,Texas Rep. Michael McCaul On Proposed Border Wall
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1499,1429,1552,author interviews
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1552,1408,1676,"'White Tears' Is A Mystery, A History, A Coming-Of-Age Story"
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1730,1429,1783,environment
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1783,1408,1907,Activists Work To Preserve Government Environmental Data
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,1990,1429,2043,education
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,2043,1408,2110,A Conversation About Who Needs College And Why
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,2192,1429,2182,television
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,134,2245,1408,2182,"'Samurai Jack' Cartoon To Air Final Season, 12 Years Later"
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,0,284,1152,494,Clear Audio
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,128,526,1253,638,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,128,638,309,685,7 min 2 sec
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,128,757,1253,869,Can White House Bowling Heal GOP Divisions And Spare The Health Care Bill?
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,128,869,329,916,3 min 33 sec
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,291,2231,524,2278,NOW PLAYING
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,291,2278,1422,2343,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,0,2182,0,2182,NOW PLAYING
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,0,2182,0,2182,"Along A Shifting Border, Georgia And Russia Maintain An Uneasy Peace"
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,0,2182,0,2182,2:17 / 7:02
D:/Downloads/unique_uis/combined_rico_test/10234.jpg,350,139,553,224,news
D:/Downloads/unique_uis/combined_rico_test/10235.jpg,397,1279,1042,1364,No messages available
D:/Downloads/unique_uis/combined_rico_test/10235.jpg,169,125,455,210,Messages
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,252,282,265,Vibrate
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,56,337,1384,449,Pass Location Notifications
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,520,332,605,Ringtone
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,746,282,831,Vibrate
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,56,903,1384,1015,Advanced Settings
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,1053,420,1138,Clear Cache
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,1138,1021,1204,Delete saved vendor logos to free up space
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,56,1243,1384,1355,Legacy Support
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,1378,689,1463,Restore Local Backup
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,1463,1321,1643,Loads a saved backup from legacy CardStar file. This functionality is replaced by CardStar cloud backups and syncing.
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,56,1666,1384,1778,About
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,1816,451,1901,Build Version
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,1901,194,1967,3.0.5
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,2042,679,2127,Open source licenses
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,2127,970,2193,License details for open source software
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,84,2301,468,2386,Privacy policy
D:/Downloads/unique_uis/combined_rico_test/10236.jpg,169,125,398,210,Settings
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,300,203,1140,296,Ringtone
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,464,1224,632,Adara
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,632,1224,800,Aldebaran
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,800,1224,968,Altair
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,968,1224,1136,Alya
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,1136,1224,1304,Antares
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,1304,1224,1472,Antimony
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,1472,1224,1640,Arcturus
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,1640,1224,1808,Arcturus
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,1808,1224,1976,Argon
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,216,1976,1224,2140,BBM
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,687,2154,958,2322,Cancel
D:/Downloads/unique_uis/combined_rico_test/10237.jpg,958,2154,1182,2322,OK
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,280,1384,449,Select Merchant
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,477,1384,701,Hyatt Gold Passport
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,703,1384,927,I Prefer
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,929,1384,1153,IHG Rewards Club
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,1155,1384,1379,IKEA FAMILY US
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,1381,1384,1605,Indian Prairie Public Library
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,1607,1384,1831,Indiana State Museum
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,1833,1384,2057,Indianapolis Marion Library
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,56,2059,1384,2153,Ingles
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,0,280,0,280,Loading
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,1496,280,1440,449,Edit Number
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,1857,671,1440,868,Scan number
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,0,2224,720,2392,Previous
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,720,2224,1440,2392,Next
D:/Downloads/unique_uis/combined_rico_test/10238.jpg,169,125,429,210,Add Card
D:/Downloads/unique_uis/combined_rico_test/10239.jpg,56,308,1384,1010,"Welcome to CardStar, your mobile loyalty card manager. Getting started is easy. Touch the + icon above to begin adding your cards.If you already have a CardStar account, touch the Menu button to restore your cards from your last backup."
D:/Downloads/unique_uis/combined_rico_test/10239.jpg,112,304,1328,389,Messages
D:/Downloads/unique_uis/combined_rico_test/10239.jpg,56,443,1384,555,Cards
D:/Downloads/unique_uis/combined_rico_test/10239.jpg,112,609,1384,694,IHG Rewards Club
D:/Downloads/unique_uis/combined_rico_test/10239.jpg,56,748,1384,860,Accounts
D:/Downloads/unique_uis/combined_rico_test/10239.jpg,112,914,1225,999,CardStar
D:/Downloads/unique_uis/combined_rico_test/10240.jpg,56,308,1384,1010,"Welcome to CardStar, your mobile loyalty card manager. Getting started is easy. Touch the + icon above to begin adding your cards.If you already have a CardStar account, touch the Menu button to restore your cards from your last backup."
D:/Downloads/unique_uis/combined_rico_test/10241.jpg,169,125,413,210,CardStar
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,280,-55,449,Select Merchant
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,477,-55,701,I Prefer
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,703,-55,927,IHG Rewards Club
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,929,-55,1153,IKEA FAMILY US
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,1155,-55,1379,Indian Prairie Public Library
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,1381,-55,1605,Indiana State Museum
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,1607,-55,1831,Indianapolis Marion Library
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,1833,-55,2057,Ingles
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,2059,-55,2153,Inner Strength Yoga
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,280,-1439,280,Loading
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,56,280,1384,449,Edit Number
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,56,505,1384,643,12457
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,417,671,1022,868,Scan number
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,0,2224,720,2392,Previous
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,720,2224,1440,2392,Save
D:/Downloads/unique_uis/combined_rico_test/10242.jpg,169,125,429,210,Add Card
D:/Downloads/unique_uis/combined_rico_test/10243.jpg,0,420,0,420,email@email.com
D:/Downloads/unique_uis/combined_rico_test/10243.jpg,0,420,0,420,00000000000
D:/Downloads/unique_uis/combined_rico_test/10243.jpg,0,420,0,420,Account Linked
D:/Downloads/unique_uis/combined_rico_test/10243.jpg,169,125,413,210,CardStar
